EOGNoiseDuration,blinkIntervalAvg,blinkIntervalMax,blinkSpeed,blinkSpeedStd,blinkStrength,blinkStrengthMax,blinkStrengthMin,bodyMoveVertical,cadence,capturedAt,eyeMoveBigHorizontal,eyeMoveBigVertical,eyeMoveHorizontal,eyeMoveVertical,fitError,focus,footholdLeft,footholdRight,numBlinkBurst,numBlinks,numSteps1000,numSteps280,numSteps310,numSteps340,numSteps370,numSteps400,numSteps430,numSteps460,numSteps500,numSteps530,numSteps560,numSteps590,numSteps620,numSteps650,numSteps680,numSteps710,numSteps750,numSteps780,numSteps810,numSteps840,numSteps870,numSteps900,numSteps930,numSteps960,numStoredData,pitchAvg,pitchDiff,powerLeft,rollAvg,rollDiff,sittingPostureIndex1,sittingPostureIndex2,sittingPostureIndex3,sleepy
4,2034.667,9600,169,36,146,256,44,,0,"Tue, 17 May 2016 14:11:00 +0900",16.07143,12.85714,12.85714,24.64286,0,2,0,0,5.357143,27.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,5,0,0,13,7,1,0
14,2108.333,2108.333,164,30,132,220,36,,0,"Tue, 17 May 2016 14:12:00 +0900",18.26087,10.43478,13.04348,43.04348,0,1,0,0,9.130434,27.3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,5,0,0,7,12,25,1
12,3288,3288,174,60,159,292,38,,0,"Tue, 17 May 2016 14:13:00 +0900",17.5,30,13.75,36.25,0,1,0,0,3.75,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,5,0,0,1,7,7,1
10,2491.667,12820,194,59,123,245,31,,109,"Tue, 17 May 2016 14:14:00 +0900",18,44.4,20.4,36,0,0,55,54,8.4,24,2,1,0,0,1,1,0,2,4,2,6,7,0,8,1,1,0,0,2,0,0,0,0,0,44,8.66,6.73,5,-3.62,6.45,25,13,16,0
1,2330.5,4810,200,65,117,218,37,,102,"Tue, 17 May 2016 14:15:00 +0900",28.47458,39.66102,14.23729,27.45763,0,0,65,67,7.118644,26.44068,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,43,8.37,3.2,5,-3.5,5.86,7,12,7,0
14,1395.333,1395.333,186,61,116,227,40,,118,"Tue, 17 May 2016 14:16:00 +0900",22.17391,33.91304,16.95652,39.13044,0,0,58,63,18.26087,41.73913,1,1,0,0,1,6,5,2,23,19,9,5,3,9,2,0,0,0,0,0,0,0,0,0,42,1.12,3.08,5,-3.81,5.68,12,25,7,0
27,1017.5,1017.5,201,56,127,198,59,,118,"Tue, 17 May 2016 14:17:00 +0900",21.81818,40,18.18182,18.18182,0,0,58,58,29.09091,56.36364,0,0,0,0,0,1,2,11,47,40,13,1,1,1,0,0,0,0,0,0,0,0,0,0,41,17.7,4.2,5,-9.88,4.59,3,2,25,0
19,1079.667,1079.667,204,67,118,289,42,,116,"Tue, 17 May 2016 14:18:00 +0900",20.4878,46.82927,27.80488,21.95122,0,0,61,57,26.34146,52.68293,1,0,0,0,0,2,2,19,21,22,12,5,1,3,3,2,0,0,0,0,0,0,0,0,40,13.17,4.27,5,-7.13,6.52,12,13,2,0
5,1640.833,6250,195,69,99,206,34,,120,"Tue, 17 May 2016 14:19:00 +0900",19.63636,43.63636,29.45455,38.18182,0,0,54,59,15.27273,30.54545,1,0,1,3,5,4,3,9,6,5,15,5,3,3,3,1,1,0,0,0,0,0,0,0,39,22.09,5.9,5,-7.11,5.17,25,0,2,0
6,3465,15370,165,27,104,203,30,,0,"Tue, 17 May 2016 14:20:00 +0900",15.55556,11.11111,12.22222,40,0,2,0,0,2.222222,14.44444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,5,0,0,25,25,25,1
8,1516.667,2690,210,63,82,166,41,,0,"Tue, 17 May 2016 14:21:00 +0900",9.230769,15,12.69231,47.30769,0,2,0,0,0,8.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,5,0,0,25,25,25,1
